title	accession_no	organism	family	start_ad	end_ad	lenth
JN895516.1  Salix herbacea isolate NBGW6016 maturase K (matK) gene, partial cds; 	JN895516 	Salix herbacea 	Salicaceae	1	793	793
JN895668.1  Salix cinerea isolate NMW880 maturase K (matK) gene, partial cds; 	JN895668 	Salix cinerea 	Salicaceae	1	820	820
JN895896.1  Salix repens isolate NMW6235 maturase K (matK) gene, partial cds; 	JN895896 	Salix repens 	Salicaceae	1	821	821
JN966448.1  Populus balsamifera voucher 09PROBE-05087 maturase K (matK) gene, 	JN966448 	Populus balsamifera 	Salicaceae	1	735	735
JN966449.1  Populus balsamifera voucher 09PROBE-05472 maturase K (matK) gene, 	JN966449 	Populus balsamifera 	Salicaceae	1	789	789
JN966450.1  Populus balsamifera voucher 09PROBE-05585 maturase K (matK) gene, 	JN966450 	Populus balsamifera 	Salicaceae	1	792	792
JN966520.1  Salix alaxensis voucher 09PROBE-05927 maturase K (matK) gene, 	JN966520 	Salix alaxensis 	Salicaceae	1	755	755
JN966521.1  Salix alaxensis voucher 09PROBE-05926 maturase K (matK) gene, 	JN966521 	Salix alaxensis 	Salicaceae	1	749	749
JN966522.1  Salix alaxensis voucher 09PROBE-05629 maturase K (matK) gene, 	JN966522 	Salix alaxensis 	Salicaceae	1	786	786
JN966523.1  Salix alaxensis var. alaxensis voucher 09PROBE-05524 maturase K 	JN966523 	Salix alaxensis var. alaxensis 	Salicaceae	1	750	750
JN966524.1  Salix alaxensis var. alaxensis voucher 09PROBE-05633 maturase K 	JN966524 	Salix alaxensis var. alaxensis 	Salicaceae	1	781	781
JN966525.1  Salix arbusculoides voucher 09PROBE-05931 maturase K (matK) gene, 	JN966525 	Salix arbusculoides 	Salicaceae	1	675	675
JN966526.1  Salix arbusculoides voucher 09PROBE-05930 maturase K (matK) gene, 	JN966526 	Salix arbusculoides 	Salicaceae	1	756	756
JN966528.1  Salix arbusculoides voucher 09PROBE-05391 maturase K (matK) gene, 	JN966528 	Salix arbusculoides 	Salicaceae	1	792	792
JN966529.1  Salix arbusculoides voucher 09PROBE-05468 maturase K (matK) gene, 	JN966529 	Salix arbusculoides 	Salicaceae	1	791	791
JN966530.1  Salix arbusculoides voucher 09PROBE-05618 maturase K (matK) gene, 	JN966530 	Salix arbusculoides 	Salicaceae	1	792	792
JN966531.1  Salix arbusculoides voucher 09PROBE-05636 maturase K (matK) gene, 	JN966531 	Salix arbusculoides 	Salicaceae	1	755	755
JN966532.1  Salix arctophila voucher L#09PROBE-1014_HOST maturase K (matK) gene, 	JN966532 	Salix arctophila 	Salicaceae	1	772	772
JN966533.1  Salix arctophila voucher L#09PROBE-1006_HOST maturase K (matK) gene, 	JN966533 	Salix arctophila 	Salicaceae	1	788	788
JN966534.1  Salix arctophila voucher L#09PROBE-0659_HOST maturase K (matK) gene, 	JN966534 	Salix arctophila 	Salicaceae	1	791	791
JN966535.1  Salix arctophila voucher L#09PROBE-0657_HOST maturase K (matK) gene, 	JN966535 	Salix arctophila 	Salicaceae	1	770	770
JN966536.1  Salix arctophila voucher L#09PROBE-0654_HOST maturase K (matK) gene, 	JN966536 	Salix arctophila 	Salicaceae	1	772	772
JN966538.1  Salix arctophila voucher L#09PROBE-0423_HOST maturase K (matK) gene, 	JN966538 	Salix arctophila 	Salicaceae	1	761	761
JN966543.1  Salix athabascensis voucher 09PROBE-05933 maturase K (matK) gene, 	JN966543 	Salix athabascensis 	Salicaceae	1	593	593
JN966544.1  Salix bebbiana voucher 09PROBE-05935 maturase K (matK) gene, partial 	JN966544 	Salix bebbiana 	Salicaceae	1	531	531
JN966545.1  Salix bebbiana voucher 09PROBE-05103 maturase K (matK) gene, partial 	JN966545 	Salix bebbiana 	Salicaceae	1	789	789
JN966546.1  Salix bebbiana voucher 09PROBE-05537 maturase K (matK) gene, partial 	JN966546 	Salix bebbiana 	Salicaceae	1	787	787
JN966548.1  Salix bebbiana voucher 09PROBE-05630 maturase K (matK) gene, partial 	JN966548 	Salix bebbiana 	Salicaceae	1	788	788
JN966549.1  Salix brachycarpa voucher L#09PROBE-1013_HOST maturase K (matK) 	JN966549 	Salix brachycarpa 	Salicaceae	1	776	776
JN966550.1  Salix brachycarpa voucher L#09PROBE-0623_HOST maturase K (matK) 	JN966550 	Salix brachycarpa 	Salicaceae	1	787	787
JN966551.1  Salix brachycarpa voucher L#09PROBE-0622_HOST maturase K (matK) 	JN966551 	Salix brachycarpa 	Salicaceae	1	783	783
JN966553.1  Salix brachycarpa voucher 09PROBE-05940 maturase K (matK) gene, 	JN966553 	Salix brachycarpa 	Salicaceae	1	755	755
JN966554.1  Salix brachycarpa voucher 09PROBE-05939 maturase K (matK) gene, 	JN966554 	Salix brachycarpa 	Salicaceae	1	741	741
JN966556.1  Salix brachycarpa voucher 09PROBE-05936 maturase K (matK) gene, 	JN966556 	Salix brachycarpa 	Salicaceae	1	506	506
JN966557.1  Salix brachycarpa var. brachycarpa voucher 09PROBE-05011 maturase K 	JN966557 	Salix brachycarpa var. brachycarpa 	Salicaceae	1	755	755
JN966558.1  Salix brachycarpa var. brachycarpa voucher 09PROBE-05017 maturase K 	JN966558 	Salix brachycarpa var. brachycarpa 	Salicaceae	1	752	752
JN966559.1  Salix brachycarpa var. brachycarpa voucher 09PROBE-05220 maturase K 	JN966559 	Salix brachycarpa var. brachycarpa 	Salicaceae	1	762	762
JN966560.1  Salix brachycarpa var. brachycarpa voucher 09PROBE-05234 maturase K 	JN966560 	Salix brachycarpa var. brachycarpa 	Salicaceae	1	748	748
JN966561.1  Salix brachycarpa var. brachycarpa voucher 09PROBE-05235 maturase K 	JN966561 	Salix brachycarpa var. brachycarpa 	Salicaceae	1	581	581
JN966567.1  Salix calcicola voucher 09PROBE-05563 maturase K (matK) gene, 	JN966567 	Salix calcicola 	Salicaceae	1	773	773
JN966568.1  Salix calcicola voucher 09PROBE-05596 maturase K (matK) gene, 	JN966568 	Salix calcicola 	Salicaceae	1	789	789
JN966570.1  Salix candida voucher L#09PROBE-0437_HOST maturase K (matK) gene, 	JN966570 	Salix candida 	Salicaceae	1	764	764
JN966571.1  Salix candida voucher L#09PROBE-0436_HOST maturase K (matK) gene, 	JN966571 	Salix candida 	Salicaceae	1	764	764
JN966578.1  Salix candida voucher 09PROBE-05006 maturase K (matK) gene, partial 	JN966578 	Salix candida 	Salicaceae	1	784	784
JN966579.1  Salix candida voucher 09PROBE-05269 maturase K (matK) gene, partial 	JN966579 	Salix candida 	Salicaceae	1	679	679
JN966582.1  Salix glauca voucher 09PROBE-05950 maturase K (matK) gene, partial 	JN966582 	Salix glauca 	Salicaceae	1	708	708
JN966583.1  Salix glauca voucher 09PROBE-05949 maturase K (matK) gene, partial 	JN966583 	Salix glauca 	Salicaceae	1	756	756
JN966584.1  Salix glauca voucher 09PROBE-05948 maturase K (matK) gene, partial 	JN966584 	Salix glauca 	Salicaceae	1	756	756
JN966585.1  Salix glauca voucher 09PROBE-05947 maturase K (matK) gene, partial 	JN966585 	Salix glauca 	Salicaceae	1	727	727
JN966586.1  Salix glauca voucher 09PROBE-05946 maturase K (matK) gene, partial 	JN966586 	Salix glauca 	Salicaceae	1	687	687
JN966590.1  Salix glauca subsp. callicarpaea voucher 09PROBE-05622 maturase K 	JN966590 	Salix glauca subsp. callicarpaea 	Salicaceae	1	628	628
JN966591.1  Salix lanata voucher L#09PROBE-0650_HOST maturase K (matK) gene, 	JN966591 	Salix lanata 	Salicaceae	1	792	792
JN966593.1  Salix lanata voucher L#09PROBE-0618_HOST maturase K (matK) gene, 	JN966593 	Salix lanata 	Salicaceae	1	785	785
JN966595.1  Salix myrtillifolia voucher 09PROBE-05960 maturase K (matK) gene, 	JN966595 	Salix myrtillifolia 	Salicaceae	1	551	551
JN966597.1  Salix myrtillifolia voucher 09PROBE-05957 maturase K (matK) gene, 	JN966597 	Salix myrtillifolia 	Salicaceae	1	752	752
JN966598.1  Salix myrtillifolia voucher 09PROBE-05956 maturase K (matK) gene, 	JN966598 	Salix myrtillifolia 	Salicaceae	1	661	661
JN966599.1  Salix myrtillifolia voucher 09PROBE-05955 maturase K (matK) gene, 	JN966599 	Salix myrtillifolia 	Salicaceae	1	740	740
JN966601.1  Salix pedicellaris voucher 09PROBE-05963 maturase K (matK) gene, 	JN966601 	Salix pedicellaris 	Salicaceae	1	754	754
JN966602.1  Salix pedicellaris voucher 09PROBE-05961 maturase K (matK) gene, 	JN966602 	Salix pedicellaris 	Salicaceae	1	756	756
JN966604.1  Salix pellita voucher 09PROBE-05631 maturase K (matK) gene, partial 	JN966604 	Salix pellita 	Salicaceae	1	767	767
JN966606.1  Salix planifolia voucher L#09PROBE-1002_HOST maturase K (matK) gene, 	JN966606 	Salix planifolia 	Salicaceae	1	790	790
JN966607.1  Salix planifolia voucher L#09PROBE-0656_HOST maturase K (matK) gene, 	JN966607 	Salix planifolia 	Salicaceae	1	763	763
JN966610.1  Salix planifolia voucher L#09PROBE-0646_HOST maturase K (matK) gene, 	JN966610 	Salix planifolia 	Salicaceae	1	775	775
JN966612.1  Salix planifolia voucher L#09PROBE-0641_HOST maturase K (matK) gene, 	JN966612 	Salix planifolia 	Salicaceae	1	765	765
JN966614.1  Salix planifolia voucher L#09PROBE-0612_HOST maturase K (matK) gene, 	JN966614 	Salix planifolia 	Salicaceae	1	758	758
JN966616.1  Salix planifolia voucher L#09PROBE-0440_HOST maturase K (matK) gene, 	JN966616 	Salix planifolia 	Salicaceae	1	786	786
JN966617.1  Salix planifolia voucher L#09PROBE-0439_HOST maturase K (matK) gene, 	JN966617 	Salix planifolia 	Salicaceae	1	778	778
JN966620.1  Salix planifolia voucher L#09PROBE-0428_HOST maturase K (matK) gene, 	JN966620 	Salix planifolia 	Salicaceae	1	715	715
JN966622.1  Salix planifolia voucher L#09PROBE-0424_HOST maturase K (matK) gene, 	JN966622 	Salix planifolia 	Salicaceae	1	775	775
JN966623.1  Salix planifolia voucher L#09PROBE-0421_HOST maturase K (matK) gene, 	JN966623 	Salix planifolia 	Salicaceae	1	705	705
JN966625.1  Salix planifolia voucher 09PROBE-05972 maturase K (matK) gene, 	JN966625 	Salix planifolia 	Salicaceae	1	756	756
JN966629.1  Salix planifolia voucher 09PROBE-05967 maturase K (matK) gene, 	JN966629 	Salix planifolia 	Salicaceae	1	756	756
JN966634.1  Salix planifolia voucher 09PROBE-05280 maturase K (matK) gene, 	JN966634 	Salix planifolia 	Salicaceae	1	785	785
JN966635.1  Salix planifolia voucher 09PROBE-05491 maturase K (matK) gene, 	JN966635 	Salix planifolia 	Salicaceae	1	767	767
JN966638.1  Salix pseudomyrsinites voucher 09PROBE-05305 maturase K (matK) gene, 	JN966638 	Salix pseudomyrsinites 	Salicaceae	1	790	790
JN966639.1  Salix pseudomyrsinites voucher 09PROBE-05536 maturase K (matK) gene, 	JN966639 	Salix pseudomyrsinites 	Salicaceae	1	788	788
JN966640.1  Salix pseudomyrsinites voucher 09PROBE-05621 maturase K (matK) gene, 	JN966640 	Salix pseudomyrsinites 	Salicaceae	1	792	792
JN966641.1  Salix pseudomyrsinites voucher 09PROBE-05635 maturase K (matK) gene, 	JN966641 	Salix pseudomyrsinites 	Salicaceae	1	766	766
JN966647.1  Salix reticulata voucher 09PROBE-05978 maturase K (matK) gene, 	JN966647 	Salix reticulata 	Salicaceae	1	731	731
JN966652.1  Salix richardsonii voucher 09PROBE-05632 maturase K (matK) gene, 	JN966652 	Salix richardsonii 	Salicaceae	1	780	780
JN966655.1  Salix vestita voucher 09PROBE-05986 maturase K (matK) gene, partial 	JN966655 	Salix vestita 	Salicaceae	1	556	556
JN966656.1  Salix vestita voucher 09PROBE-05063 maturase K (matK) gene, partial 	JN966656 	Salix vestita 	Salicaceae	1	774	774
JN966657.1  Salix vestita voucher 09PROBE-05079 maturase K (matK) gene, partial 	JN966657 	Salix vestita 	Salicaceae	1	775	775
JQ412234.1  Dovyalis caffra voucher BS0094 maturase K (matK) gene, partial cds; 	JQ412234 	Dovyalis caffra 	Salicaceae	1	777	777
JQ587935.1  Casearia arborea voucher BioBot05293 maturase K (matK) gene, partial 	JQ587935 	Casearia arborea 	Salicaceae	1	717	717
JQ587936.1  Casearia tremula voucher BioBot00878 maturase K (matK) gene, partial 	JQ587936 	Casearia tremula 	Salicaceae	1	744	744
JQ587939.1  Laetia thamnia voucher BioBot02043 maturase K (matK) gene, partial 	JQ587939 	Casearia thamnia 	Salicaceae	1	664	664
JQ589106.1  Casearia arborea voucher BioBot01479 maturase K (matK) gene, partial 	JQ589106 	Casearia arborea 	Salicaceae	1	743	743
JQ589107.1  Casearia arborea voucher BioBot01480 maturase K (matK) gene, partial 	JQ589107 	Casearia arborea 	Salicaceae	1	622	622
JQ589108.1  Casearia arborea voucher BioBot01481 maturase K (matK) gene, partial 	JQ589108 	Casearia arborea 	Salicaceae	1	483	483
JQ589109.1  Casearia coronata voucher BioBot10997 maturase K (matK) gene, 	JQ589109 	Casearia coronata 	Salicaceae	1	584	584
JQ589110.1  Casearia coronata voucher BioBot11048 maturase K (matK) gene, 	JQ589110 	Casearia coronata 	Salicaceae	1	688	688
JQ589111.1  Casearia nitida voucher BioBot00032 maturase K (matK) gene, partial 	JQ589111 	Casearia nitida 	Salicaceae	1	778	778
JQ589113.1  Casearia praecox voucher BioBot00298 maturase K (matK) gene, partial 	JQ589113 	Casearia praecox 	Salicaceae	1	615	615
JQ589114.1  Casearia sylvestris voucher BioBot00050 maturase K (matK) gene, 	JQ589114 	Casearia sylvestris 	Salicaceae	1	761	761
JQ589115.1  Casearia sylvestris voucher BioBot00051 maturase K (matK) gene, 	JQ589115 	Casearia sylvestris 	Salicaceae	1	778	778
JQ589116.1  Casearia sylvestris voucher BioBot00052 maturase K (matK) gene, 	JQ589116 	Casearia sylvestris 	Salicaceae	1	778	778
JQ589117.1  Hasseltia floribunda voucher BioBot11023 maturase K (matK) gene, 	JQ589117 	Hasseltia floribunda 	Salicaceae	1	778	778
JQ589118.1  Hasseltia floribunda voucher BioBot11024 maturase K (matK) gene, 	JQ589118 	Hasseltia floribunda 	Salicaceae	1	777	777
JQ589120.1  Xylosma chlorantha voucher BioBot10252 maturase K (matK) gene, 	JQ589120 	Xylosma chlorantha 	Salicaceae	1	744	744
JQ589121.1  Xylosma chlorantha voucher BioBot10253 maturase K (matK) gene, 	JQ589121 	Xylosma chlorantha 	Salicaceae	1	762	762
JQ589122.1  Xylosma chlorantha voucher BioBot10254 maturase K (matK) gene, 	JQ589122 	Xylosma chlorantha 	Salicaceae	1	765	765
JQ589123.1  Xylosma flexuosa voucher BioBot00440 maturase K (matK) gene, partial 	JQ589123 	Xylosma flexuosa 	Salicaceae	1	625	625
JQ589124.1  Xylosma flexuosa voucher BioBot00444 maturase K (matK) gene, partial 	JQ589124 	Xylosma flexuosa 	Salicaceae	1	625	625
JQ589638.1  Xylosma sp. MHPAA217-08 voucher RE-5091 maturase K (matK) gene, 	JQ589638 	Xylosma sp. MHPAA217-08 	Salicaceae	1	744	744
JQ589639.1  Casearia sylvestris voucher AG-162 maturase K (matK) gene, partial 	JQ589639 	Casearia sylvestris 	Salicaceae	1	671	671
JQ626344.1  Laetia procera maturase K (matK) gene, partial cds; plastid. 	JQ626344 	Casearia bicolor 	Salicaceae	1	801	801
JQ626379.1  Xylosma benthamii maturase K (matK) gene, partial cds; plastid. 	JQ626379 	Xylosma benthamii 	Salicaceae	1	795	795
JQ626446.1  Casearia javitensis voucher 3054 maturase K (matK) gene, partial 	JQ626446 	Casearia javitensis 	Salicaceae	1	801	801
JX495747.1  Populus euphratica voucher Hosam00132 maturase K (matK) gene, 	JX495747 	Populus euphratica 	Salicaceae	1	558	558
JX495748.1  Populus nigra voucher Hosam00077 maturase K (matK) gene, partial 	JX495748 	Populus nigra 	Salicaceae	1	789	789
JX517323.1  Dovyalis xanthocarpa voucher OM2442 maturase K (matK) gene, partial 	JX517323 	Dovyalis xanthocarpa 	Salicaceae	1	777	777
JX517356.1  Populus deltoides voucher JG023 maturase K (matK) gene, partial cds; 	JX517356 	Populus deltoides 	Salicaceae	1	777	777
JX517416.1  Homalium dentatum voucher OM1420 maturase K (matK) gene, partial 	JX517416 	Homalium dentatum 	Salicaceae	1	774	774
JX517610.1  Scolopia mundii voucher OM2309 maturase K (matK) gene, partial cds; 	JX517610 	Scolopia mundii 	Salicaceae	1	771	771
JX517689.1  Dovyalis longispina voucher OM2602 maturase K (matK) gene, partial 	JX517689 	Dovyalis longispina 	Salicaceae	1	777	777
JX517715.1  Dovyalis lucida voucher Abbott9221 maturase K (matK) gene, partial 	JX517715 	Dovyalis lucida 	Salicaceae	1	777	777
JX517821.1  Oncoba spinosa voucher RBN322 maturase K (matK) gene, partial cds; 	JX517821 	Oncoba spinosa 	Salicaceae	1	771	771
JX517831.1  Bivinia jalbertii voucher OM2418 maturase K (matK) gene, partial 	JX517831 	Bivinia jalbertii 	Salicaceae	1	777	777
JX517872.1  Salicaceae sp. OM1781 maturase K (matK) gene, partial cds; 	JX517872 	Salicaceae sp. OM1781 	Salicaceae	1	771	771
JX517926.1  Casearia gladiiformis voucher OM2323 maturase K (matK) gene, partial 	JX517926 	Casearia gladiiformis 	Salicaceae	1	760	760
JX518035.1  Dovyalis hispidula voucher OM2581 maturase K (matK) gene, partial 	JX518035 	Dovyalis hispidula 	Salicaceae	1	777	777
JX518082.1  Flacourtia indica voucher RL1216 maturase K (matK) gene, partial 	JX518082 	Flacourtia indica 	Salicaceae	1	763	763
JX518217.1  Scolopia stolzii voucher OM2675 maturase K (matK) gene, partial cds; 	JX518217 	Scolopia stolzii 	Salicaceae	1	765	765
JX661934.1  Casearia nitida MatK (matK) gene, partial cds; chloroplast. 	JX661934 	Casearia nitida 	Salicaceae	1	1749	1749
JX905955.1  Casearia sp. Abbott 9191 maturase K (matK) gene, partial cds; 	JX905955 	Casearia sp. Abbott 9191 	Salicaceae	1	748	748
JX970910.1  Populus tremula x Populus alba maturase K (matK) gene, partial cds; 	JX970910 	Populus tremula x Populus alba 	Salicaceae	1	792	792
KC415377.1  Dovyalis hebecarpa voucher Chen JH 790 maturase K (matK) gene, 	KC415377 	Dovyalis hebecarpa 	Salicaceae	1	787	787
KC415378.1  Populus cathayana voucher Chen JH 139 maturase K (matK) gene, 	KC415378 	Populus cathayana 	Salicaceae	1	787	787
KC415379.1  Salix alba voucher Chen JH 563 maturase K (matK) gene, partial cds; 	KC415379 	Salix alba 	Salicaceae	1	787	787
KC415381.1  Salix araeostachya voucher Wang DC 687 maturase K (matK) gene, 	KC415381 	Salix araeostachya 	Salicaceae	1	787	787
KC415382.1  Salix arbutifolia voucher Chen JH 134 maturase K (matK) gene, 	KC415382 	Salix arbutifolia 	Salicaceae	1	787	787
KC415383.1  Salix babylonica voucher Chen JH 107 maturase K (matK) gene, partial 	KC415383 	Salix babylonica 	Salicaceae	1	787	787
KC415384.1  Salix bangongensis voucher Chen JH 537 maturase K (matK) gene, 	KC415384 	Salix bangongensis 	Salicaceae	1	787	787
KC415385.1  Salix brachypoda voucher Chen JH 0502 maturase K (matK) gene, 	KC415385 	Salix brachypoda 	Salicaceae	1	787	787
KC415397.1  Salix exigua voucher Doug G 2344 maturase K (matK) gene, partial 	KC415397 	Salix exigua 	Salicaceae	1	787	787
KC415399.1  Salix floridana voucher Ioohn RM 13967 maturase K (matK) gene, 	KC415399 	Salix floridana 	Salicaceae	1	787	787
KC415403.1  Salix interior voucher s.n. maturase K (matK) gene, partial cds; 	KC415403 	Salix interior 	Salicaceae	1	787	787
KC415404.1  Salix jessoensis voucher HB 547 maturase K (matK) gene, partial cds; 	KC415404 	Salix jessoensis 	Salicaceae	1	787	787
KC415409.1  Salix matsudana voucher Chen JH 559 maturase K (matK) gene, partial 	KC415409 	Salix matsudana 	Salicaceae	1	779	779
KC415412.1  Salix mucronata voucher s.n. maturase K (matK) gene, partial cds; 	KC415412 	Salix mucronata 	Salicaceae	1	787	787
KC415428.1  Salix triandra voucher Chen JH 136 maturase K (matK) gene, partial 	KC415428 	Salix triandra 	Salicaceae	1	787	787
KC475432.1  Populus balsamifera voucher Saarela_1524_CAN maturase K (matK) gene, 	KC475432 	Populus balsamifera 	Salicaceae	1	776	776
KC475708.1  Salix alaxensis voucher Gillespie_8557 maturase K (matK) gene, 	KC475708 	Salix alaxensis 	Salicaceae	1	762	762
KC475709.1  Salix alaxensis voucher Gillespie_8723 maturase K (matK) gene, 	KC475709 	Salix alaxensis 	Salicaceae	1	765	765
KC475710.1  Salix alaxensis voucher Burt_s.n._CAN593344 maturase K (matK) gene, 	KC475710 	Salix alaxensis 	Salicaceae	1	775	775
KC475713.1  Salix arbusculoides voucher Maddison_1212_CAN maturase K (matK) 	KC475713 	Salix arbusculoides 	Salicaceae	1	747	747
KC475714.1  Salix arbusculoides voucher Gillespie_8520 maturase K (matK) gene, 	KC475714 	Salix arbusculoides 	Salicaceae	1	748	748
KC475715.1  Salix arbusculoides voucher Bennett_08-379_CAN maturase K (matK) 	KC475715 	Salix arbusculoides 	Salicaceae	1	754	754
KC475716.1  Salix arbusculoides voucher Saarela_1533_CAN maturase K (matK) gene, 	KC475716 	Salix arbusculoides 	Salicaceae	1	558	558
KC475717.1  Salix arbusculoides voucher Bandringa_350_CAN maturase K (matK) 	KC475717 	Salix arbusculoides 	Salicaceae	1	777	777
KC475718.1  Salix arctica voucher Argus_14527 maturase K (matK) gene, partial 	KC475718 	Salix arctica 	Salicaceae	1	481	481
KC475721.1  Salix arctica voucher Gillespie_9499_CAN maturase K (matK) gene, 	KC475721 	Salix arctica 	Salicaceae	1	765	765
KC475722.1  Salix arctica voucher Gillespie_et_al_8505 maturase K (matK) gene, 	KC475722 	Salix arctica 	Salicaceae	1	789	789
KC475725.1  Salix arctica voucher Saarela_1439_CAN maturase K (matK) gene, 	KC475725 	Salix arctica 	Salicaceae	1	659	659
KC475726.1  Salix arctica voucher Aiken_97-021_CAN maturase K (matK) gene, 	KC475726 	Salix arctica 	Salicaceae	1	725	725
KC475727.1  Salix arctica voucher Gillespie_9498_CAN maturase K (matK) gene, 	KC475727 	Salix arctica 	Salicaceae	1	789	789
KC475728.1  Salix arctica voucher Argus_14589 maturase K (matK) gene, partial 	KC475728 	Salix arctica 	Salicaceae	1	765	765
KC475729.1  Salix arctica voucher Consaul_3688_CAN maturase K (matK) gene, 	KC475729 	Salix arctica 	Salicaceae	1	789	789
KC475733.1  Salix arctica voucher Argus_14519 maturase K (matK) gene, partial 	KC475733 	Salix arctica 	Salicaceae	1	781	781
KC475734.1  Salix arctica voucher Argus_14563 maturase K (matK) gene, partial 	KC475734 	Salix arctica 	Salicaceae	1	763	763
KC475735.1  Salix arctica voucher Argus_14530 maturase K (matK) gene, partial 	KC475735 	Salix arctica 	Salicaceae	1	757	757
KC475737.1  Salix arctica x Salix polaris voucher Gillespie_et_al_8095b maturase 	KC475737 	Salix arctica x Salix polaris 	Salicaceae	1	765	765
KC475738.1  Salix arctica x Salix polaris voucher Gillespie_et_al_8094 maturase 	KC475738 	Salix arctica x Salix polaris 	Salicaceae	1	776	776
KC475739.1  Salix arctica x Salix polaris voucher Gillespie_6932 maturase K 	KC475739 	Salix arctica x Salix polaris 	Salicaceae	1	777	777
KC475740.1  Salix arctophila voucher Gillespie_et_al_7511 maturase K (matK) 	KC475740 	Salix arctophila 	Salicaceae	1	763	763
KC475743.1  Salix calcicola voucher Edlund_302_CAN maturase K (matK) gene, 	KC475743 	Salix calcicola 	Salicaceae	1	687	687
KC475745.1  Salix calcicola voucher Brunton_9884_CAN maturase K (matK) gene, 	KC475745 	Salix calcicola 	Salicaceae	1	743	743
KC475746.1  Salix chamissonis voucher Dickson_6018_CAN maturase K (matK) gene, 	KC475746 	Salix chamissonis 	Salicaceae	1	753	753
KC475749.1  Salix fuscescens voucher Scotter_31878_CAN maturase K (matK) gene, 	KC475749 	Salix fuscescens 	Salicaceae	1	558	558
KC475750.1  Salix fuscescens voucher Bennett_05-0656_CAN maturase K (matK) gene, 	KC475750 	Salix fuscescens 	Salicaceae	1	613	613
KC475753.1  Salix glauca voucher Ovenden_757_CAN maturase K (matK) gene, partial 	KC475753 	Salix glauca 	Salicaceae	1	559	559
KC475755.1  Salix glauca var. acutifolia voucher Argus_12896_CAN maturase K 	KC475755 	Salix glauca var. acutifolia 	Salicaceae	1	712	712
KC475756.1  Salix glauca var. stipulata voucher Bennett_05-0981b_CAN maturase K 	KC475756 	Salix glauca var. stipulata 	Salicaceae	1	770	770
KC475757.1  Salix glauca var. stipulata voucher Gillespie_8991 maturase K (matK) 	KC475757 	Salix glauca var. stipulata 	Salicaceae	1	652	652
KC475758.1  Salix glauca var. villosa voucher Saarela_1530_CAN maturase K (matK) 	KC475758 	Salix glauca var. villosa 	Salicaceae	1	696	696
KC475759.1  Salix glauca var. villosa voucher Saarela_1531_CAN maturase K (matK) 	KC475759 	Salix glauca var. villosa 	Salicaceae	1	651	651
KC475760.1  Salix hastata voucher Bennett_08-319_CAN maturase K (matK) gene, 	KC475760 	Salix hastata 	Salicaceae	1	779	779
KC475762.1  Salix hastata voucher Gillespie_8719 maturase K (matK) gene, partial 	KC475762 	Salix hastata 	Salicaceae	1	766	766
KC475764.1  Salix herbacea voucher Fleck_sn_CAN454295 maturase K (matK) gene, 	KC475764 	Salix herbacea 	Salicaceae	1	711	711
KC475765.1  Salix niphoclada voucher Gillespie_10014_CAN maturase K (matK) gene, 	KC475765 	Salix niphoclada 	Salicaceae	1	768	768
KC475767.1  Salix niphoclada voucher Boles_RB00-28 maturase K (matK) gene, 	KC475767 	Salix niphoclada 	Salicaceae	1	713	713
KC475768.1  Salix niphoclada voucher Gillespie_7182_CAN maturase K (matK) gene, 	KC475768 	Salix niphoclada 	Salicaceae	1	767	767
KC475769.1  Salix niphoclada voucher Argus_14583 maturase K (matK) gene, partial 	KC475769 	Salix niphoclada 	Salicaceae	1	784	784
KC475771.1  Salix ovalifolia var. arctolitoralis voucher Bennett_05-009_CAN 	KC475771 	Salix ovalifolia var. arctolitoralis 	Salicaceae	1	754	754
KC475772.1  Salix planifolia voucher MacInnes_705_CAN maturase K (matK) gene, 	KC475772 	Salix planifolia 	Salicaceae	1	748	748
KC475773.1  Salix planifolia voucher Iles_02-051_CAN maturase K (matK) gene, 	KC475773 	Salix planifolia 	Salicaceae	1	787	787
KC475775.1  Salix planifolia voucher Brunton_10488_CAN maturase K (matK) gene, 	KC475775 	Salix planifolia 	Salicaceae	1	736	736
KC475776.1  Salix polaris voucher Edlund_589_CAN maturase K (matK) gene, partial 	KC475776 	Salix polaris 	Salicaceae	1	712	712
KC475778.1  Salix polaris voucher Bennett_08-236_CAN maturase K (matK) gene, 	KC475778 	Salix polaris 	Salicaceae	1	760	760
KC475779.1  Salix polaris voucher Gillespie_9852_CAN maturase K (matK) gene, 	KC475779 	Salix polaris 	Salicaceae	1	770	770
KC475780.1  Salix polaris voucher Gillespie_7260_CAN maturase K (matK) gene, 	KC475780 	Salix polaris 	Salicaceae	1	773	773
KC475781.1  Salix pseudomyrsinites voucher Abraham_sn_CAN586308 maturase K 	KC475781 	Salix pseudomyrsinites 	Salicaceae	1	719	719
KC475785.1  Salix reticulata voucher Gillespie_6712_CAN maturase K (matK) gene, 	KC475785 	Salix reticulata 	Salicaceae	1	785	785
KC475786.1  Salix reticulata voucher Argus_14529 maturase K (matK) gene, partial 	KC475786 	Salix reticulata 	Salicaceae	1	789	789
KC475787.1  Salix reticulata voucher Gillespie_et_al_7475 maturase K (matK) 	KC475787 	Salix reticulata 	Salicaceae	1	763	763
KC475788.1  Salix reticulata voucher Consaul_3742_CAN maturase K (matK) gene, 	KC475788 	Salix reticulata 	Salicaceae	1	718	718
